PostNum,PreNum,CandidateName,CandidateSurname,Sex,Saeima,PartyNum,PartyAbbr,DistrNum,DistrName,BallotsForParty,Pluses,Minuses,Points,Result
19,2,Jānis,Nikolovskis,Male,6,1,"Liberālā partija",2,Vidzeme,477,13,41,449, 
20,20,Vija,Garanča,Female,6,1,"Liberālā partija",2,Vidzeme,477,8,37,448, 
21,12,Jānis,Staltmanis,Male,6,1,"Liberālā partija",2,Vidzeme,477,6,36,447, 
22,16,Ineta,Lakačauska,Female,6,1,"Liberālā partija",2,Vidzeme,477,9,39,447, 
23,25,Jāzeps,Zips,Male,6,1,"Liberālā partija",2,Vidzeme,477,7,37,447, 
24,7,Gunārs,Svētiņš,Male,6,1,"Liberālā partija",2,Vidzeme,477,6,38,445, 
25,22,Verners,Erns,Male,6,1,"Liberālā partija",2,Vidzeme,477,4,38,443, 
1,1,Artūrs,Malta,Male,6,1,"Liberālā partija",3,Latgale,713,65,80,698, 
2,15,Oskars,Veinbergs,Male,6,1,"Liberālā partija",3,Latgale,713,30,82,661, 
3,9,Gunārs,Svētiņš,Male,6,1,"Liberālā partija",3,Latgale,713,34,87,660, 
4,10,Jānis,Kučinskis,Male,6,1,"Liberālā partija",3,Latgale,713,33,87,659, 
5,5,Jānis,Danoss,Male,6,1,"Liberālā partija",3,Latgale,713,31,86,658, 
6,6,Pēteris,Teivāns,Male,6,1,"Liberālā partija",3,Latgale,713,34,89,658, 
7,13,Juris,Semjonovs,Male,6,1,"Liberālā partija",3,Latgale,713,23,81,655, 
8,14,Anastasija,Jurkiša,Female,6,1,"Liberālā partija",3,Latgale,713,19,82,650, 
9,17,Tamāra,Broka,Female,6,1,"Liberālā partija",3,Latgale,713,20,84,649, 
10,18,Vija,Garanča,Female,6,1,"Liberālā partija",3,Latgale,713,19,83,649, 
11,19,Gunta,Madlinska,Female,6,1,"Liberālā partija",3,Latgale,713,18,82,649, 
12,2,Kazimirs,Civkors,Male,6,1,"Liberālā partija",3,Latgale,713,27,92,648, 
13,3,Edmunds,Zālīte,Male,6,1,"Liberālā partija",3,Latgale,713,24,89,648, 
14,16,Zinta,Danosa,Female,6,1,"Liberālā partija",3,Latgale,713,16,83,646, 
15,8,Gunārs,Kohs,Male,6,1,"Liberālā partija",3,Latgale,713,21,89,645, 
16,11,Kārlis,Klauva,Male,6,1,"Liberālā partija",3,Latgale,713,19,88,644, 
17,7,Inese,Šāble,Female,6,1,"Liberālā partija",3,Latgale,713,21,91,643, 
18,12,Jānis,Staltmanis,Male,6,1,"Liberālā partija",3,Latgale,713,17,89,641, 
19,4,Jānis,Nikolovskis,Male,6,1,"Liberālā partija",3,Latgale,713,21,97,637, 
1,1,Jānis,Danoss,Male,6,1,"Liberālā partija",4,Kurzeme,218,32,22,228, 
2,4,Artūrs,Malta,Male,6,1,"Liberālā partija",4,Kurzeme,218,21,20,219, 
3,2,Kazimirs,Civkors,Male,6,1,"Liberālā partija",4,Kurzeme,218,19,23,214, 
4,5,Edmunds,Zālīte,Male,6,1,"Liberālā partija",4,Kurzeme,218,12,19,211, 
5,3,Jānis,Nikolovskis,Male,6,1,"Liberālā partija",4,Kurzeme,218,16,24,210, 
6,6,Gunārs,Svētiņš,Male,6,1,"Liberālā partija",4,Kurzeme,218,9,24,203, 
7,9,Pēteris,Teivāns,Male,6,1,"Liberālā partija",4,Kurzeme,218,9,24,203, 
8,11,Kārlis,Klauva,Male,6,1,"Liberālā partija",4,Kurzeme,218,7,22,203, 
9,13,Juris,Semjonovs,Male,6,1,"Liberālā partija",4,Kurzeme,218,7,23,202, 
10,12,Jānis,Staltmanis,Male,6,1,"Liberālā partija",4,Kurzeme,218,4,21,201, 
11,14,Anastasija,Jurkiša,Female,6,1,"Liberālā partija",4,Kurzeme,218,5,22,201, 
12,7,Jānis,Kučinskis,Male,6,1,"Liberālā partija",4,Kurzeme,218,7,25,200, 
13,10,Gunārs,Kohs,Male,6,1,"Liberālā partija",4,Kurzeme,218,9,27,200, 
14,8,Inese,Šāble,Female,6,1,"Liberālā partija",4,Kurzeme,218,6,25,199, 
1,3,Jānis,Danoss,Male,6,1,"Liberālā partija",5,Zemgale,295,32,22,305, 
2,13,Juris,Semjonovs,Male,6,1,"Liberālā partija",5,Zemgale,295,25,17,303, 
3,15,Zinta,Danosa,Female,6,1,"Liberālā partija",5,Zemgale,295,12,14,293, 
4,1,Jānis,Nikolovskis,Male,6,1,"Liberālā partija",5,Zemgale,295,19,22,292, 
5,10,Gunārs,Svētiņš,Male,6,1,"Liberālā partija",5,Zemgale,295,15,18,292, 
6,7,Pēteris,Teivāns,Male,6,1,"Liberālā partija",5,Zemgale,295,14,21,288, 
7,12,Jānis,Staltmanis,Male,6,1,"Liberālā partija",5,Zemgale,295,11,18,288, 
8,5,Artūrs,Malta,Male,6,1,"Liberālā partija",5,Zemgale,295,15,23,287, 
9,9,Inese,Šāble,Female,6,1,"Liberālā partija",5,Zemgale,295,12,20,287, 
10,4,Kazimirs,Civkors,Male,6,1,"Liberālā partija",5,Zemgale,295,11,21,285, 
11,6,Gunārs,Kohs,Male,6,1,"Liberālā partija",5,Zemgale,295,12,23,284, 
12,8,Jānis,Kučinskis,Male,6,1,"Liberālā partija",5,Zemgale,295,11,22,284, 
13,11,Kārlis,Klauva,Male,6,1,"Liberālā partija",5,Zemgale,295,8,19,284, 
14,14,Anastasija,Jurkiša,Female,6,1,"Liberālā partija",5,Zemgale,295,7,18,284, 
15,2,Edmunds,Zālīte,Male,6,1,"Liberālā partija",5,Zemgale,295,10,24,281, 
1,1,Paulis,Kļaviņš,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,2127,482,14556,ievēlēts
2,6,"Kārlis Jūlijs",Druva,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,1441,442,13910,ievēlēts
3,16,Tekla,Balode,Female,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,1336,556,13691, 
4,5,Juris,Miķelsons,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,1222,447,13686, 
5,12,Rūdolfs,Cimdiņš,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,992,438,13465, 
6,4,Uldis,Lakševics,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,1137,595,13453, 
7,3,Ojārs,Blumbergs,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,1212,768,13355, 
8,17,Vera,Volgemute,Female,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,1231,805,13337, 
9,25,Mārcis,Gobiņš,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,965,608,13268, 
10,2,Oskars,Caune,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,1308,1137,13082, 
11,11,Ojārs,Spārītis,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,719,782,12848, 
12,22,Pēteris,Putniņš,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,588,684,12815, 
13,8,Viktors,Elksnis,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,633,751,12793, 
14,19,Dainis,Vanags,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,593,730,12774, 
15,13,Ieva,Bīlmane,Female,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,552,778,12685, 
16,23,Vilnis,Gulbis,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,409,668,12652, 
17,9,Rihards,Pīks,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,754,1041,12624, 
18,14,Gunārs,Matisons,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,411,711,12611, 
19,10,Alda,Eisaka,Female,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,568,917,12562, 
20,24,Jānis,Augstkalniņš,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,410,789,12532, 
21,7,Uldis,Matvejs,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,508,896,12523, 
22,15,Arturs,Ēķis,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,661,1098,12474, 
23,27,Leons,Vizbulis,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,358,812,12457, 
24,18,Viktors,Zemgals,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,1064,1526,12449, 
25,20,Konstantīns,Gailišs,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,345,815,12441, 
26,21,Zenta,Valtere,Female,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,427,998,12340, 
27,26,Francisks,Usāns,Male,6,2,"LZS, LKDS un Latgales DP",1,Rīga,12911,352,929,12334, 
1,1,Pauls,Putniņš,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,1912,582,15864,ievēlēts
2,2,Aida,Prēdele,Female,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,1872,740,15666,ievēlēts
3,9,Māris,Niklass,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,941,496,14979, 
4,16,Andris,Sovers,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,806,426,14914, 
5,25,Mārtiņš,Bauze-Krastiņš,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,847,517,14864, 
6,13,"Juris Rūdolfs",Lange,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,676,422,14788, 
7,24,Kārlis,Albergs,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,663,410,14787, 
8,15,Ivars,Āboltiņš,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,556,388,14702, 
9,12,Aleksandrs,Lielmežs,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,631,467,14698, 
10,8,Gunārs,Resnais,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,691,566,14659, 
11,7,Juris,Bērziņš,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,546,442,14638, 
12,6,Jānis,Ruško,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,615,625,14524, 
13,23,Mārtiņš,Treimanis,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,407,429,14512, 
14,11,Austra,Gailīte,Female,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,463,517,14480, 
15,19,Māris,Jansons,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,348,410,14472, 
16,20,Andrejs,Kārklis,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,325,425,14434, 
17,21,Normunds,Audzišs,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,294,434,14394, 
18,18,Anita,Stankēviča,Female,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,637,779,14392, 
19,10,Māris,Sloka,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,301,451,14384, 
20,17,Juris,Tukišs,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,309,466,14377, 
21,22,Veronika,Jurča,Female,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,408,585,14357, 
22,14,Jānis,Plūmīte,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,236,452,14318, 
23,4,Antonijs,Zunda,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,344,581,14297, 
24,3,Ligita,Začesta,Female,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,464,716,14282, 
25,5,Jānis,Kinna,Male,6,2,"LZS, LKDS un Latgales DP",2,Vidzeme,14534,1068,3342,12260, 
1,2,Anta,Rugāte,Female,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,2128,1076,12900,ievēlēta
2,14,Andrejs,Naglis,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,1040,788,12100,ievēlēts
3,9,Staņislavs,Šķesters,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,997,756,12089, 
4,7,Valdis,Lauskis,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,1271,1134,11985, 
5,16,Jānis,Kokins,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,1005,950,11903, 
6,3,Alberts,Sarkanis,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,993,939,11902, 
7,1,Elmārs,Rutkis,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,915,971,11792, 
8,5,Pēteris,Stanka,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,829,928,11749, 
9,12,Juris,Poikāns,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,701,826,11723, 
10,11,Jāzeps,Dobkevičs,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,771,918,11701, 
11,15,Skaidrīte,Pilāte,Female,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,687,889,11646, 
12,8,Viktors,Jonāns,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,694,955,11587, 
13,6,Ruta,Leikuma,Female,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,734,998,11584, 
14,4,Viktors,Kalāns,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,707,1073,11482, 
15,10,Pēteris,Znotiņš,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,532,906,11474, 
16,18,Rihards,Melnis,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,523,914,11457, 
17,17,Jānis,Krievāns,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,511,927,11432, 
18,13,Aleksandrs,Vorkalis,Male,6,2,"LZS, LKDS un Latgales DP",3,Latgale,11848,480,933,11395, 
1,8,Māris,Vītols,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,1566,294,12976,ievēlēts
2,1,Andris,Rozentāls,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,1906,780,12830, 
3,2,Tālivaldis,Vēsmiņš,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,1335,354,12685, 
4,4,Andris,Siliņš,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,1247,303,12648, 
5,10,Egils,Deksnis,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,1332,405,12631, 
6,12,Austris,Kristapsons,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,943,343,12304, 
7,9,Valdis,Biķis,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,828,332,12200, 
8,7,Valdis,Danenbergs,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,647,318,12033, 
9,5,Inta,Mazūre,Female,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,710,386,12028, 
10,6,Alfons,Spēks,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,640,342,12002, 
11,13,Gunārs,Bloks,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,624,326,12002, 
12,11,Laimonis,Strujevičs,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,572,345,11931, 
13,3,Imants,Vismins,Male,6,2,"LZS, LKDS un Latgales DP",4,Kurzeme,11704,531,1046,11189, 
1,4,Ervids,Grinovskis,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,2768,312,11957,ievēlēts
2,1,Gundars,Bērziņš,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,1769,439,10831, 
3,5,Ansis,Grundulis,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,1099,322,10278, 
4,11,Ivars,Zvīdris,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,842,305,10038, 
5,13,Jānis,Lācis,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,893,364,10030, 
6,3,Atis,Slakteris,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,920,398,10023, 
7,15,Agris,Jaunkļaviņš,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,738,313,9926, 
8,7,Ģirts,Lūkins,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,838,498,9841, 
9,14,Paulis,Kļaviņš,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,668,376,9793,"ievēlēts Rīgas apgabalā"
10,12,Mārīte,Blumberga,Female,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,521,420,9602, 
11,6,Jānis,Upenieks,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,375,343,9533, 
12,9,Inta,Kravis,Female,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,395,376,9520, 
13,10,Ārija,Skuba,Female,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,314,463,9352, 
14,8,Ludvigs,Bitins,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,294,447,9348, 
15,2,Paulis,Čimurs,Male,6,2,"LZS, LKDS un Latgales DP",5,Zemgale,9501,331,518,9314,""
1,1,Baiba,Pelse,Female,6,3,"Maznodrošināto apvienība",1,Rīga,2241,417,40,2618, 
2,3,Mārtiņš,Neibults-Miebolts,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,227,52,2416, 
3,2,Vladimirs,Konovalovs,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,196,88,2349, 
4,13,Ārija,Ruduse,Female,6,3,"Maznodrošināto apvienība",1,Rīga,2241,143,64,2320, 
5,16,Dace,Freivalde,Female,6,3,"Maznodrošināto apvienība",1,Rīga,2241,133,55,2319, 
6,19,"Alfons Oskars",Jansons,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,131,55,2317, 
7,20,Regīna,Medne,Female,6,3,"Maznodrošināto apvienība",1,Rīga,2241,124,54,2311, 
8,6,Imants,Gronskis,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,129,70,2300, 
9,17,Jānis,Kalnačs,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,110,53,2298, 
10,5,Zigurds,Pikmanis,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,121,66,2296, 
11,12,Ēriks,Krūklis,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,107,63,2285, 
12,18,Alfrēds,Zilgalvis,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,95,54,2282, 
13,7,Igors,Vītols,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,107,67,2281, 
14,4,Arvīds,Kļavinskis,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,117,78,2280, 
15,9,Guntars,Jirgensons,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,107,70,2278, 
16,14,Juris,Rieksts,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,91,54,2278, 
17,11,Staņislavs,Vaivods,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,108,85,2264, 
18,15,Uldis,Dance,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,85,63,2263, 
19,8,Ignats,Ķemzāns,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,92,78,2255, 
20,21,Aleksandrs,Gavrilovs,Male,6,3,"Maznodrošināto apvienība",1,Rīga,2241,89,87,2243, 
21,10,Dzintra,Četreboka,Female,6,3,"Maznodrošināto apvienība",1,Rīga,2241,101,108,2234, 
1,1,Baiba,Pelse,Female,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,404,55,3145, 
2,4,Imants,Gronskis,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,194,56,2934, 
3,2,Vladimirs,Konovalovs,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,192,71,2917, 
4,3,Mārtiņš,Neibults-Miebolts,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,181,61,2916, 
5,5,Jānis,Kalnačs,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,132,54,2874, 
6,13,Vladislavs,Locāns,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,115,61,2850, 
7,19,Staņislavs,Vaivods,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,120,66,2850, 
8,11,Ārija,Ruduse,Female,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,116,66,2846, 
9,16,Artūrs,Apinis,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,104,54,2846, 
10,9,Ignats,Ķemzāns,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,114,65,2845, 
11,15,Juris,Rieksts,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,104,60,2840, 
12,6,Arvīds,Kļavinskis,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,103,61,2838, 
13,7,Kārlis,Dravants,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,100,63,2833, 
14,8,Igors,Vītols,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,95,64,2827, 
15,10,Zigurds,Pikmanis,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,91,61,2826, 
16,14,Uldis,Dance,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,89,62,2823, 
17,20,Alfrēds,Zilgalvis,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,86,61,2821, 
18,17,Margarita,Vidze,Female,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,86,62,2820, 
19,21,Ēriks,Krūklis,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,82,61,2817, 
20,22,Jānis,Džigurs,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,86,66,2816, 
21,18,Mārtiņš,Raudevs,Male,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,81,63,2814, 
22,12,Zinaida,Kozure,Female,6,3,"Maznodrošināto apvienība",2,Vidzeme,2796,75,73,2798, 
1,1,Vladimirs,Konovalovs,Male,6,3,"Maznodrošināto apvienība",3,Latgale,1757,313,44,2026, 
2,2,Baiba,Pelse,Female,6,3,"Maznodrošināto apvienība",3,Latgale,1757,204,53,1908, 
3,3,Arvīds,Kļavinskis,Male,6,3,"Maznodrošināto apvienība",3,Latgale,1757,150,66,1841, 
4,7,Staņislavs,Vaivods,Male,6,3,"Maznodrošināto apvienība",3,Latgale,1757,148,65,1840, 
5,6,Jānis,Aprups,Male,6,3,"Maznodrošināto apvienība",3,Latgale,1757,142,75,1824, 
6,9,"Fricis Arvīds",Lasis,Male,6,3,"Maznodrošināto apvienība",3,Latgale,1757,137,74,1820, 
7,15,Valentīna,Vigupe,Female,6,3,"Maznodrošināto apvienība",3,Latgale,1757,115,57,1815, 
8,5,Imants,Gronskis,Male,6,3,"Maznodrošināto apvienība",3,Latgale,1757,115,60,1812, 
9,4,Mārtiņš,Neibults-Miebolts,Male,6,3,"Maznodrošināto apvienība",3,Latgale,1757,117,65,1809, 
